id,name,match_api_id,home_team,away_team_api_id,home_team_goal,away_team_goal,season,name:1,BWH,BWH:1,LBH,PSH,WHH,VCH,BWD,IWD,LBD,PSD,WHD,VCD,BWA,IWA,LBA,LBA:1,PSA,WHA,VCA,B365A,B365D,B365H,vyhodny_kurs,id,team_api_id,team_fifa_api_id,team_long_name,team_short_name
14392,Netherlands Eredivisie,1028496,SC Heerenveen,8611,1,5,2011/2012,Netherlands,3.4,3.4,3.2,,3.1,3,3.4,3.3,3.2,,3.4,3.4,2.15,2.1,2,2,,2.1,2.25,2.2,3.4,3.2,ANO,26550,8611,1908,FC Twente,TWE
14393,Netherlands Eredivisie,1028497,Excelsior,8526,1,1,2011/2012,Netherlands,2.25,2.25,2.2,,2.25,2.2,3.3,3.2,3.25,,3.4,3.3,3,2.7,2.75,2.75,,2.8,3.12,3,3.4,2.3,NE,26554,8526,635,De Graafschap,GRA
14394,Netherlands Eredivisie,1028498,NAC Breda,8674,2,2,2011/2012,Netherlands,3,3,2.75,,2.9,3,3.3,3.3,3.2,,3.4,3.5,2.25,2.2,2.25,2.25,,2.2,2.25,2.25,3.5,3,NE,26548,8674,1915,FC Groningen,GRO
14399,Netherlands Eredivisie,1028955,N.E.C.,10228,2,4,2011/2012,Netherlands,2.5,2.5,2.5,,2.5,2.7,3.6,3.1,3.2,,3.4,3.5,2.5,2.5,2.5,2.5,,2.5,2.62,2.5,3.4,2.7,ANO,26562,10228,1913,SC Heerenveen,HEE
14408,Netherlands Eredivisie,1028964,NAC Breda,9803,0,3,2011/2012,Netherlands,2.15,2.15,2,,2.1,2.2,3.6,3.3,3.4,,3.2,3.7,2.95,2.8,3,3,,3.3,3.2,3.2,3.6,2.1,ANO,26549,9803,1902,Roda JC Kerkrade,ROD
14418,Netherlands Eredivisie,1028980,Heracles Almelo,10228,2,4,2011/2012,Netherlands,2.35,2.35,2.25,,2.3,2.4,3.4,3.2,3.3,,3.3,3.6,2.75,2.6,2.62,2.62,,2.8,2.88,2.88,3.4,2.38,ANO,26562,10228,1913,SC Heerenveen,HEE
14420,Netherlands Eredivisie,1028985,VVV-Venlo,10217,2,1,2011/2012,Netherlands,2.3,2.3,2.25,,2.25,2.25,3.5,3.3,3.3,,3.3,3.5,2.8,2.8,2.62,2.62,,2.9,3.2,3.1,3.4,2.25,ANO,26560,10217,650,ADO Den Haag,HAA
14423,Netherlands Eredivisie,1028996,FC Twente,8593,1,2,2011/2012,Netherlands,2.75,2.75,2.5,,2.6,2.7,3.5,3.2,3.25,,3.25,3.5,2.5,2.5,2.4,2.4,,2.5,2.62,2.5,3.3,2.75,ANO,26552,8593,245,Ajax,AJA
14425,Netherlands Eredivisie,1029000,Feyenoord,10229,1,0,2011/2012,Netherlands,2.2,2.2,2.1,,2.1,2.2,3.5,3.3,3.2,,3.3,3.6,3.2,3.2,3,3,,3.2,3.3,3.25,3.5,2.1,ANO,26563,10229,1906,AZ,ALK
14427,Netherlands Eredivisie,1029005,FC Utrecht,8277,2,2,2011/2012,Netherlands,2.3,2.3,2,,2.2,2.25,3.25,3.3,3.4,,3.6,3.6,2.95,2.85,3,3,,2.8,3.12,3.1,3.5,2.2,NE,26547,8277,1909,Vitesse,VIT
14428,Netherlands Eredivisie,1029007,N.E.C.,10229,1,1,2011/2012,Netherlands,3.1,3.1,2.88,,3,3,3.3,3.3,3.3,,3.4,3.5,2.2,2,2.1,2.1,,2.15,2.38,2.38,3.25,3,NE,26563,10229,1906,AZ,ALK
14436,Netherlands Eredivisie,1029032,NAC Breda,10219,3,2,2011/2012,Netherlands,2.15,2.15,2.1,,2.2,2.3,3.4,,3.4,,3.4,3.4,3.1,,2.8,2.8,,2.9,3.2,2.88,3.4,2.38,ANO,27161,10219,1905,RKC Waalwijk,RKC
14443,Netherlands Eredivisie,1029050,Heracles Almelo,8464,1,2,2011/2012,Netherlands,2.1,2.1,2.1,,2.1,2.25,3.5,3.3,3.4,,3.4,3.6,3.1,2.8,2.8,2.8,,3.1,3.2,3.1,3.5,2.2,ANO,26553,8464,1910,N.E.C.,NEC
14447,Netherlands Eredivisie,1028515,N.E.C.,9791,2,1,2011/2012,Netherlands,2.1,2.1,2.1,,2,2.15,3.5,3.3,3.2,,3.5,3.5,3.1,3,3,3,,3.25,3.2,3.3,3.5,2.1,ANO,26557,9791,100634,Heracles Almelo,HER
14450,Netherlands Eredivisie,1028518,FC Groningen,10229,0,3,2011/2012,Netherlands,2.3,2.3,2.25,,2.3,2.4,3.5,3.2,3.25,,3.4,3.4,3,2.7,2.7,2.7,,2.75,2.75,2.8,3.5,2.38,ANO,26563,10229,1906,AZ,ALK
14451,Netherlands Eredivisie,1028519,De Graafschap,10217,0,3,2011/2012,Netherlands,2.15,2.15,2.2,,2,2.1,3.6,3.3,3.25,,3.4,3.5,3,3,2.75,2.75,,3.3,3.3,3.3,3.5,2.1,ANO,26560,10217,650,ADO Den Haag,HAA
14454,Netherlands Eredivisie,1028522,De Graafschap,8464,1,0,2011/2012,Netherlands,2.45,2.45,2.2,,2.4,2.5,3.25,3.2,3.25,,3.4,3.4,2.75,2.5,2.75,2.75,,2.6,2.62,2.6,3.4,2.6,ANO,26553,8464,1910,N.E.C.,NEC
14458,Netherlands Eredivisie,1028526,SC Heerenveen,8674,3,0,2011/2012,Netherlands,2.15,2.15,2.1,,2.1,2.05,3.5,3.2,3.2,,3.75,3.75,3.3,3.1,3,3,,2.88,3.12,3.1,3.8,2.1,ANO,26548,8674,1915,FC Groningen,GRO
14459,Netherlands Eredivisie,1028527,NAC Breda,10235,1,3,2011/2012,Netherlands,2.9,2.9,2.6,,3.1,3,3.3,3.2,3.2,,3.4,3.4,2.3,2.3,2.38,2.38,,2.1,2.25,2.38,3.4,2.88,ANO,26558,10235,246,Feyenoord,FEY
14467,Netherlands Eredivisie,1028535,PSV,8593,2,2,2011/2012,Netherlands,2.3,2.3,2.1,,2.15,2.2,3.4,3.2,3.3,,3.2,3.5,3.1,3.1,2.88,2.88,,3.2,3.1,3.1,3.5,2.2,NE,26552,8593,245,Ajax,AJA
14474,Netherlands Eredivisie,1028542,NAC Breda,9908,1,0,2011/2012,Netherlands,2.65,2.65,2.5,,2.3,2.5,3.25,3.3,3.25,,3.5,3.3,2.55,2.45,2.4,2.4,,2.7,2.75,2.88,3.2,2.5,ANO,26555,9908,1903,FC Utrecht,UTR
14479,Netherlands Eredivisie,1028547,De Graafschap,8674,2,3,2011/2012,Netherlands,2.9,2.9,2.75,,3,3.12,3.4,3.3,3.25,,3.5,3.4,2.25,2.3,2.2,2.2,,2.1,2.15,2.2,3.4,3.2,ANO,26548,8674,1915,FC Groningen,GRO
14494,Netherlands Eredivisie,1028564,N.E.C.,8277,0,1,2011/2012,Netherlands,2.55,2.55,2.25,,2.3,2.6,3.4,3.2,3.3,,3.3,3.3,2.55,2.7,2.62,2.62,,2.8,2.62,2.7,3.4,2.5,ANO,26547,8277,1909,Vitesse,VIT
14496,Netherlands Eredivisie,1028566,Roda JC Kerkrade,10217,4,1,2011/2012,Netherlands,2.2,2.2,2,,2.1,2.15,3.3,3.3,3.2,,3.3,3.5,3.1,3.2,3.2,3.2,,3.2,3.2,3.2,3.4,2.2,ANO,26560,10217,650,ADO Den Haag,HAA
14498,Netherlands Eredivisie,1222668,Willem II,9761,1,1,2012/2013,Netherlands,2.55,2.55,2.5,2.65,2.4,2.62,3.4,3.2,3.2,3.72,3.4,3.4,2.55,2.3,2.5,2.5,2.66,2.62,2.62,2.63,3.25,2.63,NE,26564,9761,1904,NAC Breda,NAC
14510,Netherlands Eredivisie,1222825,VVV-Venlo,9761,1,4,2012/2013,Netherlands,2.3,2.3,2.2,2.28,2.2,2.25,3.4,3.2,3.25,3.66,3.5,3.6,2.7,2.9,2.88,2.88,3.13,2.87,3.1,3.1,3.5,2.2,ANO,26564,9761,1904,NAC Breda,NAC
14511,Netherlands Eredivisie,1222829,Feyenoord,8593,2,2,2012/2013,Netherlands,2.75,2.75,2.62,2.91,2.7,2.88,3.3,3.2,3.25,3.73,3.5,3.7,2.3,2.2,2.3,2.3,2.39,2.3,2.38,2.3,3.5,2.88,NE,26552,8593,245,Ajax,AJA
14515,Netherlands Eredivisie,1222836,Vitesse,10229,1,2,2012/2013,Netherlands,2,2,2,2.18,2,2.15,3.5,3.3,3.4,3.69,3.6,3.6,3.2,3.2,3,3,3.33,3.2,3.3,3.25,3.5,2.1,ANO,26563,10229,1906,AZ,ALK
14516,Netherlands Eredivisie,1222839,Roda JC Kerkrade,10217,0,0,2012/2013,Netherlands,2.1,2.1,2.1,2.23,2.15,2.2,3.4,3.3,3.25,3.63,3.4,3.6,3,3.2,3,3,3.32,3,3.25,3.3,3.5,2.1,NE,26560,10217,650,ADO Den Haag,HAA
14524,Netherlands Eredivisie,1222855,NAC Breda,10219,2,1,2012/2013,Netherlands,2.25,2.25,2.2,2.37,2.25,2.38,3.3,3.2,3.2,3.51,3.4,3.5,2.85,2.9,2.8,2.8,3.1,2.88,3,3,3.5,2.25,ANO,27161,10219,1905,RKC Waalwijk,RKC
14525,Netherlands Eredivisie,1222860,NAC Breda,8674,0,1,2012/2013,Netherlands,2.25,2.25,2.25,2.34,2.3,2.38,3.4,3.2,3.25,3.62,3.5,3.5,2.75,2.7,2.75,2.75,3.11,2.7,3,2.8,3.5,2.38,ANO,26548,8674,1915,FC Groningen,GRO
14526,Netherlands Eredivisie,1222863,RKC Waalwijk,9908,4,0,2012/2013,Netherlands,2.65,2.65,2.6,2.72,2.6,2.7,3.4,3.2,3.2,3.55,3.4,3.5,2.35,2.3,2.38,2.38,2.62,2.4,2.6,2.5,3.4,2.7,ANO,26555,9908,1903,FC Utrecht,UTR
14528,Netherlands Eredivisie,1222866,N.E.C.,9791,3,2,2012/2013,Netherlands,2,2,2,2.14,,2.1,3.25,3.3,3.25,3.71,,3.7,3.4,3.5,3.2,3.2,3.4,,3.4,3.2,3.6,2.1,ANO,26557,9791,100634,Heracles Almelo,HER
14529,Netherlands Eredivisie,1222868,Vitesse,8611,0,0,2012/2013,Netherlands,3,3,2.6,2.75,2.6,2.7,3.5,3.2,3.2,3.5,3.25,3.5,2.4,2.4,2.38,2.38,2.62,2.5,2.62,2.5,3.4,2.7,NE,26550,8611,1908,FC Twente,TWE
14531,Netherlands Eredivisie,1222871,ADO Den Haag,10229,2,2,2012/2013,Netherlands,3.1,3.1,3,3.27,3,3.25,3.5,3.3,3.25,3.63,3.5,3.6,2.3,2,2.1,2.1,2.23,2.1,2.2,2.2,3.5,3.1,NE,26563,10229,1906,AZ,ALK
14538,Netherlands Eredivisie,1222878,FC Groningen,10229,1,1,2012/2013,Netherlands,2.75,2.75,2.62,2.97,2.6,2.9,3.3,3.3,3.2,3.47,3.4,3.4,2.3,2.4,2.3,2.3,2.46,2.4,2.45,2.4,3.3,2.9,NE,26563,10229,1906,AZ,ALK
14542,Netherlands Eredivisie,1222887,FC Utrecht,8611,1,1,2012/2013,Netherlands,3.2,3.2,3.2,3.57,3.1,3.5,3.3,3.3,3.2,3.5,3.4,3.4,2.05,2,2,2,2.15,2.1,2.15,2.1,3.4,3.4,NE,26550,8611,1908,FC Twente,TWE
14543,Netherlands Eredivisie,1222891,NAC Breda,10217,0,3,2012/2013,Netherlands,2.4,2.4,2.25,2.45,2.2,2.4,3.3,3.2,3.25,3.57,3.4,3.5,2.6,2.75,2.75,2.75,2.96,2.7,3,2.88,3.5,2.3,ANO,26560,10217,650,ADO Den Haag,HAA
14544,Netherlands Eredivisie,1222892,N.E.C.,9908,2,0,2012/2013,Netherlands,2.45,2.45,2.4,2.69,2.5,2.7,3.2,3.2,3.25,3.5,3.3,3.4,2.65,2.65,2.5,2.5,2.69,2.4,2.62,2.6,3.4,2.63,ANO,26555,9908,1903,FC Utrecht,UTR
14545,Netherlands Eredivisie,1222893,RKC Waalwijk,8674,1,1,2012/2013,Netherlands,1.91,1.91,2,2.07,2,2.1,3.4,3.3,3.2,3.61,3.25,3.5,3.5,3.5,3.25,3.25,3.7,3.2,3.6,3.4,3.5,2.05,NE,26548,8674,1915,FC Groningen,GRO
14549,Netherlands Eredivisie,1222897,AZ,10235,0,2,2012/2013,Netherlands,2.15,2.15,2.2,2.28,2.1,2.25,3.3,3.2,3.2,3.64,3.4,3.6,3,2.9,2.88,2.88,3.16,2.88,3.12,3,3.5,2.25,ANO,26558,10235,246,Feyenoord,FEY
14550,Netherlands Eredivisie,1222898,VVV-Venlo,10228,1,1,2012/2013,Netherlands,3.2,3.2,3,3.15,2.62,3.1,3.2,3.3,3.25,3.65,3.75,3.7,2.1,2,2.1,2.1,2.28,2.1,2.25,2.15,3.6,3.1,NE,26562,10228,1913,SC Heerenveen,HEE
14553,Netherlands Eredivisie,1222901,FC Groningen,9791,2,0,2012/2013,Netherlands,2.2,2.2,2.2,2.37,2.1,2.38,3.3,3.2,3.2,3.49,3.4,3.4,2.9,3.1,2.88,2.88,3.11,3.1,3.1,3,3.4,2.3,ANO,26557,9791,100634,Heracles Almelo,HER
14556,Netherlands Eredivisie,1222904,Ajax,8640,3,1,2012/2013,Netherlands,2.35,2.35,2.3,2.54,2.5,2.45,3.3,3.3,3.2,3.71,3.1,3.6,2.7,2.7,2.62,2.62,2.73,2.9,2.8,2.88,3.4,2.38,ANO,26556,8640,247,PSV,PSV
14559,Netherlands Eredivisie,1222907,FC Utrecht,10229,2,1,2012/2013,Netherlands,2.25,2.25,2.3,2.33,2.4,2.38,3.4,3.3,3.2,3.46,3.3,3.4,2.75,2.7,2.62,2.62,3.21,2.7,3.12,3,3.5,2.25,ANO,26563,10229,1906,AZ,ALK
14561,Netherlands Eredivisie,1222909,Heracles Almelo,9908,1,1,2012/2013,Netherlands,1.95,1.95,2,2.21,2,2.15,3.4,3.3,3.4,3.73,3.3,3.7,3.4,3.2,3,3,3.28,3.4,3.3,3.25,3.75,2.05,NE,26555,9908,1903,FC Utrecht,UTR
14562,Netherlands Eredivisie,1222910,RKC Waalwijk,8464,2,0,2012/2013,Netherlands,2.15,2.15,2.1,2.21,2.1,2.2,3.3,3.1,3.2,3.48,3.3,3.4,3,3.2,3,3,3.44,3.2,3.4,3.3,3.4,2.15,ANO,26553,8464,1910,N.E.C.,NEC
14571,Netherlands Eredivisie,1223007,PEC Zwolle,10229,1,2,2012/2013,Netherlands,2.95,2.95,3,3.44,3.1,3.2,3.25,3.1,3.2,3.61,3.4,3.4,2.2,2.1,2.1,2.1,2.17,2.1,2.3,2.25,3.25,3.2,ANO,26563,10229,1906,AZ,ALK
14579,Netherlands Eredivisie,1223024,AZ,8611,0,3,2012/2013,Netherlands,2.85,2.85,2.62,2.86,2.5,2.88,3.4,3.1,3.2,3.62,3.4,3.4,2.2,2.4,2.38,2.38,2.5,2.5,2.5,2.4,3.3,2.88,ANO,26550,8611,1908,FC Twente,TWE
14580,Netherlands Eredivisie,1223026,SC Heerenveen,8277,2,1,2012/2013,Netherlands,2.55,2.55,2.6,2.9,2.5,2.88,3.3,3.1,3.25,3.74,3.4,3.5,2.45,2.5,2.38,2.38,2.39,2.5,2.45,2.38,3.5,2.8,ANO,26547,8277,1909,Vitesse,VIT
14582,Netherlands Eredivisie,1223030,ADO Den Haag,8464,2,0,2012/2013,Netherlands,2.15,2.15,2.25,2.42,2.3,2.38,3.3,3.1,3.2,3.42,3.4,3.4,3,2.8,2.75,2.75,3.08,2.7,3.1,3.1,3.3,2.3,ANO,26553,8464,1910,N.E.C.,NEC
14587,Netherlands Eredivisie,1223040,VVV-Venlo,9803,2,4,2012/2013,Netherlands,2.1,2.1,2.1,2.28,2.1,2.25,3.3,3.2,3.2,3.47,3.4,3.5,3.1,3.3,3,3,3.29,3.1,3.25,3.1,3.5,2.2,ANO,26549,9803,1902,Roda JC Kerkrade,ROD
14589,Netherlands Eredivisie,1223047,SC Heerenveen,9791,0,1,2012/2013,Netherlands,2.05,2.05,2,2.1,2,2.1,3.3,3.2,3.3,3.91,3.5,3.9,3.25,3.1,3.3,3.3,3.35,3.25,3.3,3.5,3.5,2.05,ANO,26557,9791,100634,Heracles Almelo,HER
14591,Netherlands Eredivisie,1223051,AZ,8277,4,1,2012/2013,Netherlands,2.15,2.15,2.2,2.15,2.2,2.15,3.4,3.2,3.3,3.6,3.4,3.5,2.95,2.7,2.87,2.87,3.48,2.88,3.4,3.2,3.4,2.2,ANO,26547,8277,1909,Vitesse,VIT
14593,Netherlands Eredivisie,1223056,FC Groningen,9908,0,2,2012/2013,Netherlands,2.55,2.55,2.37,2.51,2.5,2.5,3.3,3.2,3.25,3.45,3.25,3.4,2.45,2.6,2.62,2.62,2.93,2.6,2.9,2.8,3.4,2.4,ANO,26555,9908,1903,FC Utrecht,UTR
14594,Netherlands Eredivisie,1223057,Willem II,10217,1,1,2012/2013,Netherlands,3,3,2.87,3.21,3.1,3.2,3.2,3.2,3.3,3.62,3.4,3.6,2.2,2.1,2.2,2.2,2.26,2.1,2.25,2.2,3.4,3.2,NE,26560,10217,650,ADO Den Haag,HAA
14596,Netherlands Eredivisie,1223059,Roda JC Kerkrade,8464,2,0,2012/2013,Netherlands,2.45,2.45,2.4,2.64,2.5,2.62,3.4,3.2,3.25,3.46,3.25,3.4,2.5,2.5,2.62,2.62,2.76,2.6,2.75,2.63,3.3,2.63,ANO,26553,8464,1910,N.E.C.,NEC
14599,Netherlands Eredivisie,1222679,PEC Zwolle,8277,0,1,2012/2013,Netherlands,3.2,3.2,3,3.21,3,3.2,3.3,3.2,3.25,3.57,3.4,3.5,2.05,2.1,2.1,2.1,2.31,2.15,2.3,2.1,3.6,3.25,ANO,26547,8277,1909,Vitesse,VIT
14600,Netherlands Eredivisie,1222680,VVV-Venlo,9908,1,3,2012/2013,Netherlands,2.55,2.55,2.6,2.89,2.5,2.88,3.3,3.2,3.2,3.62,3.4,3.6,2.45,2.4,2.4,2.4,2.45,2.5,2.45,2.5,3.5,2.63,ANO,26555,9908,1903,FC Utrecht,UTR
14604,Netherlands Eredivisie,1222684,ADO Den Haag,10219,2,2,2012/2013,Netherlands,2.1,2.1,2.1,2.16,2.2,2.15,3.3,3.3,3.25,3.57,3.4,3.5,3.1,3.2,3,3,3.47,2.62,3.4,3,3.6,2.2,NE,27161,10219,1905,RKC Waalwijk,RKC
14609,Netherlands Eredivisie,1223072,PEC Zwolle,10228,1,1,2012/2013,Netherlands,2.4,2.4,2.25,2.4,2.3,2.3,3.25,3.2,3.4,3.67,3.4,3.6,2.65,2.7,2.87,2.87,2.94,2.75,3,3.1,3.25,2.3,NE,26562,10228,1913,SC Heerenveen,HEE
14612,Netherlands Eredivisie,1223075,Feyenoord,8611,0,0,2012/2013,Netherlands,2.1,2.1,2.2,2.21,2.2,2.2,3.3,3.3,3.2,3.61,3.5,3.6,3.1,3,3.1,3.1,3.33,2.8,3.3,3.4,3.4,2.1,NE,26550,8611,1908,FC Twente,TWE
14616,Netherlands Eredivisie,1223086,Roda JC Kerkrade,9791,3,3,2012/2013,Netherlands,2.25,2.25,2.2,2.31,2.25,2.3,3.4,3.2,3.5,3.66,3.4,3.6,2.75,2.9,2.62,2.62,3.09,2.62,3.1,3.1,3.4,2.25,NE,26557,9791,100634,Heracles Almelo,HER
14617,Netherlands Eredivisie,1223088,NAC Breda,6413,3,0,2012/2013,Netherlands,2.1,2.1,2,2.25,2.1,2.2,3.2,3.2,3.3,3.45,3.3,3.5,3.2,3.3,3.1,3.1,3.38,3.2,3.3,3.3,3.5,2.1,ANO,29000,6413,1914,PEC Zwolle,ZWO
14622,Netherlands Eredivisie,1223097,N.E.C.,8277,2,1,2012/2013,Netherlands,2.65,2.65,2.5,2.61,2.45,2.62,3.25,3.3,3.2,3.44,3.2,3.4,2.4,2.3,2.5,2.5,2.82,2.5,2.75,2.5,3.4,2.7,ANO,26547,8277,1909,Vitesse,VIT
14625,Netherlands Eredivisie,1223123,FC Groningen,10219,2,1,2012/2013,Netherlands,2,2,2,2.06,2,2.05,3.25,3.2,3.2,3.55,3.4,3.5,3.4,3.5,3.2,3.2,3.82,3.3,3.8,3.5,3.4,2.05,ANO,27161,10219,1905,RKC Waalwijk,RKC
14634,Netherlands Eredivisie,1223164,NAC Breda,9791,1,1,2012/2013,Netherlands,2.15,2.15,2.2,2.25,2.2,2.25,3.4,3.3,3.4,3.79,3.5,3.7,2.95,3,2.9,2.9,3.1,2.8,3,3,3.6,2.2,NE,26557,9791,100634,Heracles Almelo,HER
14635,Netherlands Eredivisie,1223165,Roda JC Kerkrade,10229,2,2,2012/2013,Netherlands,3.1,3.1,3.2,3.41,3,3.4,3.5,3.2,3.3,3.71,3.5,3.7,2.05,2,2.1,2.1,2.14,2.1,2.1,2.1,3.5,3.3,NE,26563,10229,1906,AZ,ALK
14639,Netherlands Eredivisie,1223169,ADO Den Haag,10228,2,1,2012/2013,Netherlands,2.2,2.2,2.25,2.42,2.25,2.38,3.2,3.3,3.4,3.64,3.5,3.6,3,3,2.8,2.8,2.91,2.75,2.9,3,3.5,2.25,ANO,26562,10228,1913,SC Heerenveen,HEE
14642,Netherlands Eredivisie,1223172,Willem II,8464,2,3,2012/2013,Netherlands,3.4,3.4,3.2,3.63,2.9,3.6,3.25,3.3,3.2,3.48,3,3.4,2,2,2,2,2.16,1.91,2.15,2.05,3.4,3.5,ANO,26553,8464,1910,N.E.C.,NEC
14645,Netherlands Eredivisie,1223175,VVV-Venlo,10219,1,0,2012/2013,Netherlands,2.55,2.55,2.4,2.57,2.45,2.55,3.3,3.2,3.2,3.48,3.2,3.4,2.45,2.55,2.6,2.6,2.83,2.7,2.8,2.75,3.3,2.5,ANO,27161,10219,1905,RKC Waalwijk,RKC
14646,Netherlands Eredivisie,1223176,Heracles Almelo,8277,3,5,2012/2013,Netherlands,2.35,2.35,2.3,2.43,2.3,2.4,3.4,3.2,3.25,3.71,3.5,3.7,2.65,2.75,2.62,2.62,2.87,2.7,2.88,2.8,3.4,2.4,ANO,26547,8277,1909,Vitesse,VIT
14647,Netherlands Eredivisie,1223177,Feyenoord,8640,2,1,2012/2013,Netherlands,3.3,3.3,3,3.26,2.9,3.2,3.25,3.3,3.25,3.74,3.6,3.7,2.05,2,2.1,2.1,2.19,2.15,2.2,2.2,3.5,3.1,ANO,26556,8640,247,PSV,PSV
14648,Netherlands Eredivisie,1223178,SC Heerenveen,8611,2,1,2012/2013,Netherlands,3.4,3.4,3.2,3.32,3.1,3.4,3.25,3.2,3.2,3.69,3.4,3.6,2,2,2,2,2.18,2.1,2.15,2.1,3.4,3.4,ANO,26550,8611,1908,FC Twente,TWE
14652,Netherlands Eredivisie,1223194,NAC Breda,10228,1,2,2012/2013,Netherlands,2.3,2.3,2.25,2.53,2.2,2.5,3.25,3.3,3.2,3.63,3.6,3.6,2.8,2.8,2.75,2.75,2.78,2.75,2.8,2.88,3.3,2.4,ANO,26562,10228,1913,SC Heerenveen,HEE
14654,Netherlands Eredivisie,1223198,FC Twente,8593,0,2,2012/2013,Netherlands,2.95,2.95,2.75,3.04,2.8,3,3.5,3.2,3.2,3.54,3.3,3.5,2.1,2.2,2.25,2.25,2.39,2.3,2.38,2.3,3.5,2.9,ANO,26552,8593,245,Ajax,AJA
14656,Netherlands Eredivisie,1223203,RKC Waalwijk,10229,2,1,2012/2013,Netherlands,2.75,2.75,2.62,2.97,2.8,2.9,3.3,3.2,3.25,3.46,3.4,3.4,2.3,2.2,2.3,2.3,2.47,2.25,2.5,2.4,3.4,2.8,ANO,26563,10229,1906,AZ,ALK
14657,Netherlands Eredivisie,1223205,Roda JC Kerkrade,8674,4,1,2012/2013,Netherlands,2.2,2.2,2.25,2.41,2.2,2.38,3.3,3.3,3.2,3.54,3.5,3.5,2.9,2.8,2.75,2.75,3.01,2.8,3,3,3.4,2.3,ANO,26548,8674,1915,FC Groningen,GRO
14659,Netherlands Eredivisie,1223207,ADO Den Haag,9791,3,1,2012/2013,Netherlands,2.1,2.1,2.2,2.32,2.2,2.3,3.4,3.2,3.2,3.69,3.5,3.7,3,3.3,2.8,2.8,3.05,2.8,3,3,3.5,2.25,ANO,26557,9791,100634,Heracles Almelo,HER
14664,Netherlands Eredivisie,1223219,Willem II,9839,1,0,2012/2013,Netherlands,2.45,2.45,2.37,2.59,2.4,2.55,3.3,3.2,3.3,3.45,3.25,3.5,2.55,2.5,2.75,2.75,2.83,2.7,2.8,2.75,3.4,2.45,ANO,27168,9839,100651,VVV-Venlo,VEN
14671,Netherlands Eredivisie,1223236,ADO Den Haag,8277,0,4,2012/2013,Netherlands,3.25,3.25,3.5,3.68,3.4,3.6,3.4,3.2,3.2,3.69,3.3,3.6,2,2,1.9,1.9,2.05,2.05,2.1,2.15,3.4,3.25,ANO,26547,8277,1909,Vitesse,VIT
14672,Netherlands Eredivisie,1223238,N.E.C.,10228,1,3,2012/2013,Netherlands,2.15,2.15,2,2.17,2.1,2.15,3.3,3.3,3.4,3.69,3.5,3.6,3,3,3,3,3.35,3,3.3,3.4,3.4,2.1,ANO,26562,10228,1913,SC Heerenveen,HEE
14673,Netherlands Eredivisie,1223239,VVV-Venlo,9791,0,2,2012/2013,Netherlands,2.55,2.55,2.5,2.67,2.6,2.62,3.3,3.3,3.2,3.55,3.3,3.5,2.45,2.4,2.5,2.5,2.67,2.5,2.62,2.63,3.5,2.5,ANO,26557,9791,100634,Heracles Almelo,HER
14676,Netherlands Eredivisie,1223245,FC Groningen,8611,0,3,2012/2013,Netherlands,3,3,3,3.53,3.1,3.4,3.3,3.2,3.2,3.59,3.4,3.5,2.15,2.1,2.1,2.1,2.14,2.1,2.15,2.2,3.4,3.2,ANO,26550,8611,1908,FC Twente,TWE
14678,Netherlands Eredivisie,1223249,SC Heerenveen,10235,2,0,2012/2013,Netherlands,2.9,2.9,3.2,3.1,3.3,3.1,3.2,3.2,3.4,3.72,3.4,3.7,2.25,2,2.1,2.1,2.28,2,2.25,2.25,3.5,3,ANO,26558,10235,246,Feyenoord,FEY
14679,Netherlands Eredivisie,1223250,Willem II,8674,1,2,2012/2013,Netherlands,2.95,2.95,3.1,3.29,2.8,3.25,3.25,3.2,3.3,3.39,3.5,3.3,2.2,2.2,2.2,2.2,2.32,2.2,2.38,2.38,3.4,2.88,ANO,26548,8674,1915,FC Groningen,GRO
14686,Netherlands Eredivisie,1223261,Heracles Almelo,10229,1,2,2012/2013,Netherlands,2.25,2.25,2.37,2.54,2.4,2.5,3.4,3.3,3.4,3.75,3.4,3.7,2.75,2.7,2.75,2.75,2.71,2.62,2.75,2.8,3.5,2.38,ANO,26563,10229,1906,AZ,ALK
14688,Netherlands Eredivisie,1223266,PEC Zwolle,10219,1,1,2012/2013,Netherlands,2.05,2.05,2.05,2.24,2,2.1,3.25,3.2,3.3,3.38,3.4,3.3,3.3,3.3,3.3,3.3,3.49,3.3,3.3,3.3,3.25,2.2,NE,27161,10219,1905,RKC Waalwijk,RKC
14692,Netherlands Eredivisie,1223275,FC Groningen,10228,3,1,2012/2013,Netherlands,2.5,2.5,2.3,2.55,2.3,2.4,3.25,3.3,3.3,3.58,3.3,3.5,2.55,2.7,2.8,2.8,2.79,2.8,2.6,2.8,3.4,2.38,ANO,26562,10228,1913,SC Heerenveen,HEE
14695,Netherlands Eredivisie,1223279,N.E.C.,10229,1,1,2012/2013,Netherlands,2.55,2.55,2.8,2.87,2.6,2.62,3.3,3.1,3.3,3.57,3.4,3.5,2.45,2.4,2.3,2.3,2.49,2.4,2.4,2.4,3.4,2.8,NE,26563,10229,1906,AZ,ALK
